"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"wIME","02000004","Data Label","Global","User Defined","13","0"
"INTI_02000010","02000010","Data Label","Global","User Defined","4","0"
"p02031438_2","02000024","Data Label","Global","User Defined","8","0"
"wSIOMULTI0","02001514","Data Label","Global","User Defined","6","1"
"wSIOMULTI2","02001518","Data Label","Global","User Defined","2","0"
"PressedKeys","02001eb0","Data Label","Global","User Defined","144","4"
"BG0MaskByteSize","02001fc4","Data Label","Global","User Defined","2","0"
"BG0MaskPointer","02001fc8","Data Label","Global","User Defined","5","0"
"BG0MaskData","02001fd0","Data Label","Global","User Defined","2","0"
"wBG0CNT","02002144","Data Label","Global","User Defined","266","0"
"wBG1CNT","02002146","Data Label","Global","User Defined","80","0"
"wBG2CNT","02002148","Data Label","Global","User Defined","8","0"
"wBG3CNT","0200214a","Data Label","Global","User Defined","13","0"
"wBG0HOFS","0200214c","Data Label","Global","User Defined","116","0"
"wBG0VOFS","0200214e","Data Label","Global","User Defined","41","0"
"wBG1HOFS","02002150","Data Label","Global","User Defined","62","0"
"wBG1VOFS","02002152","Data Label","Global","User Defined","21","0"
"wBG2HOFS","02002154","Data Label","Global","User Defined","8","0"
"wBG2VOFS","02002156","Data Label","Global","User Defined","5","0"
"wBG3HOFS","02002158","Data Label","Global","User Defined","13","0"
"wBG3VOFS","0200215a","Data Label","Global","User Defined","2","0"
"wBG2PA","0200215c","Data Label","Global","User Defined","0","0"
"wBG2PB","0200215e","Data Label","Global","User Defined","0","0"
"wBG2PC","02002160","Data Label","Global","User Defined","0","0"
"wBG2PD","02002162","Data Label","Global","User Defined","0","0"
"wBG2X","02002164","Data Label","Global","User Defined","0","0"
"wBG2Y","02002168","Data Label","Global","User Defined","0","0"
"wBG3PA","0200216c","Data Label","Global","User Defined","0","0"
"wBG3PB","0200216e","Data Label","Global","User Defined","0","0"
"wBG3PC","02002170","Data Label","Global","User Defined","0","0"
"wBG3PD","02002172","Data Label","Global","User Defined","0","0"
"wBG3X","02002174","Data Label","Global","User Defined","0","0"
"wBG3Y","02002178","Data Label","Global","User Defined","0","0"
"Unk_0200217c","0200217c","Data Label","Global","User Defined","0","0"
"Unk_0200217e","0200217e","Data Label","Global","User Defined","0","0"
"wBLDCLT","02002180","Data Label","Global","User Defined","173","0"
"wBLDALPHA","02002182","Data Label","Global","User Defined","48","0"
"wBLDY","02002184","Data Label","Global","User Defined","1","0"
"wWIN0H","02002194","Data Label","Global","User Defined","10","0"
"wWIN1H","02002196","Data Label","Global","User Defined","16","0"
"wWIN0V","02002198","Data Label","Global","User Defined","10","0"
"wWIN1V","0200219a","Data Label","Global","User Defined","21","0"
"wWININOUT","0200219c","Data Label","Global","User Defined","7","2"
"wMOSAIC","020021a0","Data Label","Global","User Defined","59","0"
"Hachiue","020021b8","Data Label","Global","User Defined","13","0"
"UnlockedZeroMinigame","020021ca","Data Label","Global","User Defined","5","0"
"UnlockedCielMinigame","020021cb","Data Label","Global","User Defined","5","0"
"UnlockedCopyXMinigame","020021cc","Data Label","Global","User Defined","4","0"
"UnlockedHarpuiaMinigame","020021cd","Data Label","Global","User Defined","4","0"
"UnlockedFefnirMinigame","020021ce","Data Label","Global","User Defined","4","0"
"UnlockedLeviathanMinigame","020021cf","Data Label","Global","User Defined","4","0"
"UnlockedPhantomMinigame","020021d0","Data Label","Global","User Defined","4","0"
"EXEEnemyInCyberspace?","020021f0","Data Label","Global","User Defined","10","0"
"MsgBoxBorder","020021f4","Data Label","Global","User Defined","7","0"
"ElevatorLooks","020021f6","Data Label","Global","User Defined","4","0"
"IsRBaseNight","020021f7","Data Label","Global","User Defined","4","0"
"CielComputerLooks","020021f8","Data Label","Global","User Defined","12","0"
"LifeEnergyLooks","020021f9","Data Label","Global","User Defined","5","0"
"ECrystalLooks","020021fa","Data Label","Global","User Defined","6","0"
"SecretDiskLooks","020021fb","Data Label","Global","User Defined","10","0"
"ExtraLifeLooks","020021fc","Data Label","Global","User Defined","5","0"
"BusterShotLooks","020021fd","Data Label","Global","User Defined","4","0"
"CurStageData","020023b8","Data Label","Global","User Defined","38","0"
"UnkStageData1","020023bc","Data Label","Global","User Defined","0","0"
"UnkStageData2","020023c0","Data Label","Global","User Defined","0","0"
"UnkStageData3","020023c4","Data Label","Global","User Defined","0","0"
"IsRBaseNight2","0202f229","Data Label","Global","User Defined","72","0"
"RNG_0202f388","0202f388","Data Label","Global","User Defined","1976","0"
"StageState","0202fdc4","Data Label","Global","User Defined","249","9"
"PlayerRankState","0202fe20","Data Label","Global","User Defined","338","0"
"CurrentStageIndex","0202fe24","Data Label","Global","User Defined","7","0"
"CurrentStageScore","0202fe25","Data Label","Global","User Defined","4","0"
"MissionScore","0202fe27","Data Label","Global","User Defined","22","0"
"ClearTimeFrame","0202fe28","Data Label","Global","User Defined","6","0"
"EnemyCount","0202fe2c","Data Label","Global","User Defined","162","0"
"TotalDamage","0202fe2e","Data Label","Global","User Defined","5","0"
"ElfUseCount","0202fe30","Data Label","Global","User Defined","4","0"
"RetryCount","0202fe34","Data Label","Global","User Defined","7","0"
"ResultMissionScore","0202fe36","Data Label","Global","User Defined","5","0"
"ResultClearTimeScore","0202fe37","Data Label","Global","User Defined","6","0"
"ResultEnemyCountScore","0202fe38","Data Label","Global","User Defined","6","0"
"ResultDamageScore","0202fe39","Data Label","Global","User Defined","7","0"
"ResultRetryCountScore","0202fe3a","Data Label","Global","User Defined","5","0"
"ResultElfScore","0202fe3b","Data Label","Global","User Defined","6","0"
"DestoryObjectCount","0202fe3e","Data Label","Global","User Defined","11","0"
"StageIndex","0202fe60","Data Label","Global","User Defined","406","0"
"StageCheckPoint","0202fe62","Data Label","Global","User Defined","31","0"
"StagePressedKey","0202fe64","Data Label","Global","User Defined","6","0"
"MissionStatus","0202fe68","Data Label","Global","User Defined","359","0"
"StageFrame","0202fe6c","Data Label","Global","User Defined","3","0"
"pZeroState","0202fe80","Data Label","Global","User Defined","8","0"
"s0202ff48","0202ff48","Data Label","Global","User Defined","365","18"
"RemainingTimeFrame","0202ffe4","Data Label","Global","User Defined","2","0"
"ScreenShake?","020300f4","Data Label","Global","User Defined","7","0"
"Magnitude","02030290","Data Label","Global","User Defined","3","0"
"p02031370","0203029c","Data Label","Global","User Defined","36","0"
"p02031370_2","020302b8","Data Label","Global","User Defined","279","0"
"p02031438","020302ec","Data Label","Global","User Defined","406","0"
"p02031370_3","02030300","Data Label","Global","User Defined","43","0"
"pBG0Mask","020308b0","Data Label","Global","User Defined","21","0"
"RNG_0203090c","0203090c","Data Label","Global","User Defined","9","0"
"s02030b60","02030b60","Data Label","Global","User Defined","82","2"
"BG0Mask","02030b70","Data Label","Global","User Defined","28","19"
"s02031370","02031370","Data Label","Global","User Defined","0","0"
"s02031370_2","020314d8","Data Label","Global","User Defined","1","0"
"MiniGame1Life","02031938","Data Label","Global","User Defined","0","0"
"EquippedChip_203193c","0203193c","Data Label","Global","User Defined","0","0"
"MiniGame2MissCount","02031973","Data Label","Global","User Defined","0","0"
"RNG_Minigame","02036dcc","Data Label","Global","User Defined","22","0"
"StageStateCopy_02036dd0","02036dd0","Data Label","Global","User Defined","19","1"
"StageStateCopy_02036e24","02036e24","Data Label","Global","User Defined","1","1"
"SecretDisk","02036e78","Data Label","Global","User Defined","1","1"
"SecretDiskCopy1","02036ea8","Data Label","Global","User Defined","1","0"
"SecretDiskCopy2","02036ec8","Data Label","Global","User Defined","1","0"
"UnlockedCyberElf","02036ed8","Data Label","Global","User Defined","1","1"
"UnlockedCyberElfCopy1","02036f24","Data Label","Global","User Defined","1","0"
"UnlockedCyberElfCopy2","02036f64","Data Label","Global","User Defined","1","0"
"ExtraLife","02036f70","Data Label","Global","User Defined","1","0"
"PlayerRank","02036f71","Data Label","Global","User Defined","0","0"
"CodenameSuffix","02036f72","Data Label","Global","User Defined","0","0"
"CodenamePrefix","02036f74","Data Label","Global","User Defined","0","0"
"StageScoreSum","02036f7a","Data Label","Global","User Defined","0","0"
"PlayTime","02036f7c","Data Label","Global","User Defined","0","0"
"StageClearCount","02036f80","Data Label","Global","User Defined","0","0"
"ZeroState","02037c60","Data Label","Global","User Defined","13","0"
"PreviousXPos","02037d60","Data Label","Global","User Defined","0","0"
"PreviousYPos","02037d64","Data Label","Global","User Defined","0","0"
"DashSpan","02037d70","Data Label","Global","User Defined","0","0"
"AreaXChange?","02037d79","Data Label","Global","User Defined","0","0"
"DoesZeroAirJump","02037d7a","Data Label","Global","User Defined","0","0"
"BossHP","0203bb04","Data Label","Global","User Defined","0","0"
"ZeroState_0203bb50","0203bb50","Data Label","Global","User Defined","6","0"
"gSoundInfo","0203dc60","Data Label","Global","User Defined","2","22"
"gCgbChans","0203e670","Data Label","Global","User Defined","2","22"
"IWRAM","03000000","Data Label","SoundMain","User Defined","4","0"
"gIntrTable","03001590","Data Label","Global","User Defined","42","12"
"IntrMain_Buffer","030015c8","Data Label","Global","User Defined","3","0"
"vblankCallback","030016e8","Data Label","Global","User Defined","3","0"
"hblankCallback","030016ec","Data Label","Global","User Defined","3","0"
"FrameCounter","030016f0","Data Label","Global","User Defined","3","0"
"FrameCounter2","030016f4","Data Label","Global","User Defined","8","0"
"SlowGameRatio","030016f5","Data Label","Global","User Defined","19","0"
"wLYC?","030016f6","Data Label","Global","User Defined","4","0"
"IntrLock","030016f7","Data Label","Global","User Defined","9","0"
"wDMA0SAD","030016f8","Data Label","Global","User Defined","3","0"
"wDMA0DAD","030016fc","Data Label","Global","User Defined","3","0"
"wDMA0CNT","03001700","Data Label","Global","User Defined","7","0"
"ReserveDMA0SAD","03001704","Data Label","Global","User Defined","21","0"
"ReserveDMA0DAD","03001708","Data Label","Global","User Defined","21","0"
"ReserveDMA0CNT","0300170c","Data Label","Global","User Defined","25","0"
"FastTR","03001710","Data Label","Global","User Defined","9","9"
"SlowTR","03001734","Data Label","Global","User Defined","6","9"
"UnkArr03002a68_0","03002a68","Data Label","Global","User Defined","22","5"
"PaletteBuffer","03002ac0","Data Label","Global","User Defined","159","0"
"ColorData","03002ec0","Data Label","Global","User Defined","73","2"
"OAMBuffer","03002ed0","Data Label","Global","User Defined","9","4"
"FieldFlag_030032e0","030032e0","Data Label","Global","User Defined","367","0"
"FieldFlag_030032e1","030032e1","Data Label","Global","User Defined","233","0"
"PauseFrame","030032e2","Data Label","Global","User Defined","7","0"
"StackUsr","03007f00","Data Label","Global","User Defined","0","0"
"StackIrq","03007fa0","Data Label","Global","User Defined","1","0"
"StackSvc","03007fe0","Data Label","Global","User Defined","0","0"
"SOUND_INFO_PTR","03007ff0","Data Label","Global","User Defined","27","0"
"AllocatedArea_03007ff4","03007ff4","Data Label","Global","User Defined","0","0"
"IntrCheckFlag","03007ff8","Data Label","Global","User Defined","2","0"
"INTR_VECTOR","03007ffc","Data Label","Global","User Defined","4","0"
"DISPCNT","04000000","Data Label","Global","User Defined","18","0"
"GREENSWP","04000002","Data Label","Global","User Defined","4","1"
"DISPSTAT","04000004","Data Label","Global","User Defined","30","1"
"VCOUNT","04000006","Data Label","Global","User Defined","19","0"
"BG0CNT","04000008","Data Label","Global","User Defined","2","0"
"BG1CNT","0400000a","Data Label","Global","User Defined","0","0"
"BG2CNT","0400000c","Data Label","Global","User Defined","0","0"
"BG3CNT","0400000e","Data Label","Global","User Defined","0","0"
"BG0HOFS","04000010","Data Label","Global","User Defined","4","0"
"BG0VOFS","04000012","Data Label","Global","User Defined","0","0"
"BG1HOFS","04000014","Data Label","Global","User Defined","0","0"
"BG1VOFS","04000016","Data Label","Global","User Defined","0","0"
"BG2HOFS","04000018","Data Label","Global","User Defined","4","0"
"BG2VOFS","0400001a","Data Label","Global","User Defined","0","0"
"BG3HOFS","0400001c","Data Label","Global","User Defined","24","0"
"BG3VOFS","0400001e","Data Label","Global","User Defined","0","0"
"BG2PA","04000020","Data Label","Global","User Defined","0","0"
"BG2PB","04000022","Data Label","Global","User Defined","0","0"
"BG2PC","04000024","Data Label","Global","User Defined","0","0"
"BG2PD","04000026","Data Label","Global","User Defined","0","0"
"BG2X","04000028","Data Label","Global","User Defined","0","0"
"BG2Y","0400002c","Data Label","Global","User Defined","0","0"
"BG3PA","04000030","Data Label","Global","User Defined","0","0"
"BG3PB","04000032","Data Label","Global","User Defined","0","0"
"BG3PC","04000034","Data Label","Global","User Defined","0","0"
"BG3PD","04000036","Data Label","Global","User Defined","0","0"
"BG3X","04000038","Data Label","Global","User Defined","0","0"
"BG3Y","0400003c","Data Label","Global","User Defined","0","0"
"WIN0H","04000040","Data Label","Global","User Defined","4","0"
"WIN1H","04000042","Data Label","Global","User Defined","8","0"
"WIN0V","04000044","Data Label","Global","User Defined","1","0"
"WIN1V","04000046","Data Label","Global","User Defined","0","0"
"WININ","04000048","Data Label","Global","User Defined","1","0"
"WINOUT","0400004a","Data Label","Global","User Defined","0","0"
"MOSAIC","0400004c","Data Label","Global","User Defined","3","0"
"UNUSED_0400004e","0400004e","Data Label","Global","User Defined","0","0"
"BLDCNT","04000050","Data Label","Global","User Defined","1","0"
"BLDALPHA","04000052","Data Label","Global","User Defined","2","0"
"BLDY","04000054","Data Label","Global","User Defined","1","0"
"UNUSED_04000056","04000056","Data Label","Global","User Defined","0","0"
"SOUND1CNT_L","04000060","Data Label","Global","User Defined","3","1"
"SOUND1CNT_H","04000062","Data Label","Global","User Defined","1","1"
"SOUND1CNT_X","04000064","Data Label","Global","User Defined","1","1"
"UNUSED_04000066","04000066","Data Label","Global","User Defined","0","0"
"SOUND2CNT_L","04000068","Data Label","Global","User Defined","1","1"
"UNUSED_0400006a","0400006a","Data Label","Global","User Defined","0","0"
"SOUND2CNT_H","0400006c","Data Label","Global","User Defined","1","1"
"SOUND3CNT_L","04000070","Data Label","Global","User Defined","5","0"
"SOUND3CNT_H","04000072","Data Label","Global","User Defined","1","0"
"SOUND3CNT_X","04000074","Data Label","Global","User Defined","1","0"
"SOUND4CNT_L","04000078","Data Label","Global","User Defined","4","1"
"SOUND4CNT_H","0400007c","Data Label","Global","User Defined","5","0"
"SOUNDCNT_L","04000080","Data Label","Global","User Defined","4","1"
"SOUNDCNT_H","04000082","Data Label","Global","User Defined","1","0"
"SOUNDCNT_X","04000084","Data Label","Global","User Defined","3","0"
"SOUNDBIAS","04000088","Data Label","Global","User Defined","0","0"
"WAVE_RAM","04000090","Data Label","Global","User Defined","2","3"
"FIFO_A","040000a0","Data Label","Global","User Defined","2","0"
"FIFO_B","040000a4","Data Label","Global","User Defined","0","0"
"UNUSED_040000a8","040000a8","Data Label","Global","User Defined","0","0"
"DMA0SAD","040000b0","Data Label","Global","User Defined","6","0"
"DMA0DAD","040000b4","Data Label","Global","User Defined","2","0"
"DMA0CNT_L","040000b8","Data Label","Global","User Defined","6","0"
"DMA0CNT_H","040000ba","Data Label","Global","User Defined","0","1"
"DMA1SAD","040000bc","Data Label","Global","User Defined","3","0"
"DMA1DAD","040000c0","Data Label","Global","User Defined","1","0"
"DMA1CNT_L","040000c4","Data Label","Global","User Defined","8","1"
"DMA1CNT_H","040000c6","Data Label","Global","User Defined","5","1"
"DMA2SAD","040000c8","Data Label","Global","User Defined","0","0"
"DMA2DAD","040000cc","Data Label","Global","User Defined","0","0"
"DMA2CNT_L","040000d0","Data Label","Global","User Defined","0","0"
"DMA2CNT_H","040000d2","Data Label","Global","User Defined","0","0"
"DMA3SAD","040000d4","Data Label","Global","User Defined","29","0"
"DMA3DAD","040000d8","Data Label","Global","User Defined","16","0"
"DMA3CNT","040000dc","Data Label","Global","User Defined","32","0"
"DMA3CNT_H","040000de","Data Label","Global","User Defined","0","1"
"UNUSED_040000e0","040000e0","Data Label","Global","User Defined","2","0"
"TM0CNT_L","04000100","Data Label","Global","User Defined","59","0"
"TM0CNT_H","04000102","Data Label","Global","User Defined","3","0"
"TM1CNT_L","04000104","Data Label","Global","User Defined","0","0"
"TM1CNT_H","04000106","Data Label","Global","User Defined","0","0"
"TM2CNT_L","04000108","Data Label","Global","User Defined","0","0"
"TM2CNT_H","0400010a","Data Label","Global","User Defined","0","0"
"TM3CNT_L","0400010c","Data Label","Global","User Defined","4","0"
"TM3CNT_H","0400010e","Data Label","Global","User Defined","9","0"
"UNUSED_04000110","04000110","Data Label","Global","User Defined","0","0"
"SIOMULTI0","04000120","Data Label","Global","User Defined","8","0"
"SIODATA32","04000120","Data Label","Global","User Defined","0","0"
"SIOMULTI1","04000122","Data Label","Global","User Defined","0","0"
"SIOMULTI2","04000124","Data Label","Global","User Defined","4","0"
"SIOMULTI3","04000126","Data Label","Global","User Defined","0","0"
"SIOCNT","04000128","Data Label","Global","User Defined","14","0"
"SIODATA8","0400012a","Data Label","Global","User Defined","18","0"
"SIOMLT_SEND","0400012a","Data Label","Global","User Defined","0","0"
"UNUSED_0400012c","0400012c","Data Label","Global","User Defined","0","0"
"KEYINPUT","04000130","Data Label","Global","User Defined","2","0"
"KEYCNT","04000132","Data Label","Global","User Defined","0","0"
"RCNT","04000134","Data Label","Global","User Defined","2","0"
"IR","04000136","Data Label","Global","User Defined","0","0"
"JOYCNT","04000140","Data Label","Global","User Defined","0","0"
"JOY_RECV","04000150","Data Label","Global","User Defined","0","0"
"JOY_TRANS","04000154","Data Label","Global","User Defined","0","0"
"JOYSTAT","04000158","Data Label","Global","User Defined","0","0"
"IE","04000200","Data Label","Global","User Defined","42","0"
"IF","04000202","Data Label","Global","User Defined","3","0"
"WAITCNT","04000204","Data Label","Global","User Defined","11","0"
"IME","04000208","Data Label","Global","User Defined","28","0"
"POSTFLG","04000300","Data Label","Global","User Defined","1","0"
"HALTCNT","04000301","Data Label","Global","User Defined","0","0"
"OAM","07000000","Data Label","Global","User Defined","36","0"
"_entry","08000000","Thunk Function","Global","User Defined","37","0"
"Init","080000c0","Function","Global","User Defined","3","0"
"IntrMain?","080000fc","Function","Global","User Defined","2","0"
"pIRQHandlerPointer","080001b4","Data Label","Global","User Defined","1","0"
"IntrMain","080001bc","Function","Global","User Defined","2","0"
"FUN_080002dc","080002dc","Function","Global","Default","1","0"
"FUN_08000300","08000300","Function","Global","Default","3","0"
"FUN_08000328","08000328","Function","Global","Default","1","0"
"FUN_0800033c","0800033c","Function","Global","Default","3","1"
"FUN_08000408","08000408","Function","Global","Default","0","1"
"FUN_0800053c","0800053c","Function","Global","Default","2","0"
"FUN_08000590","08000590","Function","Global","Default","7","0"
"FUN_08000718","08000718","Function","Global","Default","8","0"
"FUN_08000738","08000738","Function","Global","Default","5","0"
"FUN_08000774","08000774","Function","Global","Default","5","0"
"FUN_08000784","08000784","Function","Global","Default","9","0"
"FUN_08000798","08000798","Function","Global","Default","5","0"
"FUN_080007b4","080007b4","Function","Global","Default","8","0"
"FUN_08000888","08000888","Function","Global","Default","1","0"
"Call_Jt_080008f0","080008cc","Function","Global","User Defined","1","0"
"pFuncTable_080008f0","080008ec","Data Label","Global","User Defined","1","0"
"Jt_080008f0","080008f0","Data Label","Global","User Defined","3","0"
"FUN_08000908","08000908","Function","Global","Default","0","1"
"FUN_08000920","08000920","Function","Global","Default","0","1"
"FUN_08000934","08000934","Function","Global","Default","0","1"
"FUN_08000944","08000944","Function","Global","Default","0","1"
"Call_Jt_0800980","08000964","Function","Global","User Defined","1","0"
"Jt_08000980","08000980","Data Label","Global","User Defined","3","0"
"FUN_08000994","08000994","Function","Global","Default","0","1"
"Jt_080009a8","080009a8","Data Label","Global","User Defined","3","0"
"FUN_080009b8","080009b8","Function","Global","Default","0","1"
"Call_Jt_080009d4","080009bc","Function","Global","User Defined","0","1"
"Jt_080009d4","080009d4","Data Label","Global","User Defined","3","0"
"FUN_080009dc","080009dc","Function","Global","Default","0","1"
"FUN_08000a78","08000a78","Function","Global","Default","0","1"
"FUN_08000b2c","08000b2c","Function","Global","Default","0","1"
"FUN_08000b48","08000b48","Function","Global","Default","0","1"
"FUN_08000c64","08000c64","Function","Global","Default","0","1"
"FuncTable_08000c78","08000c78","Data Label","Global","User Defined","3","0"
"FUN_08000c88","08000c88","Function","Global","Default","0","1"
"FUN_08000ce0","08000ce0","Function","Global","Default","0","1"
"FUN_08000d50","08000d50","Function","Global","Default","2","0"
"FUN_08000d70","08000d70","Function","Global","Default","0","1"
"FUN_08000ddc","08000ddc","Function","Global","Default","0","0"
"FUN_08000de0","08000de0","Function","Global","Default","0","1"
"FUN_08000e28","08000e28","Function","Global","Default","2","0"
"FUN_08000e94","08000e94","Function","Global","Default","6","0"
"FUN_08000eac","08000eac","Function","Global","Default","1","0"
"LoadArray02000d10","08000ec0","Function","Global","User Defined","1","0"
"FUN_08000ed4","08000ed4","Function","Global","Default","1","0"
"FUN_08000ef4","08000ef4","Function","Global","Default","1","0"
"FUN_08000f28","08000f28","Function","Global","Default","1","0"
"FUN_08000f64","08000f64","Function","Global","Default","4","0"
"FUN_08000fac","08000fac","Function","Global","Default","0","1"
"FUN_08000fb8","08000fb8","Function","Global","Default","6","0"
"FUN_08000ff0","08000ff0","Function","Global","Default","2","0"
"FUN_08000ffc","08000ffc","Function","Global","Default","1","0"
"FUN_0800100c","0800100c","Function","Global","Default","9","0"
"FUN_08001024","08001024","Function","Global","Default","3","0"
"FUN_0800104c","0800104c","Function","Global","Default","1","0"
"FUN_08001098","08001098","Function","Global","Default","1","0"
"FUN_080010e8","080010e8","Function","Global","Default","1","0"
"FUN_08001134","08001134","Function","Global","Default","2","0"
"FUN_08001154","08001154","Function","Global","Default","1","0"
"FUN_080011bc","080011bc","Function","Global","Default","1","0"
"FUN_08001210","08001210","Function","Global","Default","1","0"
"FUN_08001264","08001264","Function","Global","Default","1","0"
"FUN_08001298","08001298","Function","Global","Default","1","0"
"FUN_080012cc","080012cc","Function","Global","Default","0","0"
"FUN_080012ec","080012ec","Function","Global","Default","1","0"
"FUN_08001328","08001328","Function","Global","Default","1","0"
"FUN_0800133c","0800133c","Function","Global","Default","1","0"
"FUN_08001384","08001384","Function","Global","Default","1","0"
"FUN_080013a8","080013a8","Function","Global","Default","1","0"
"FUN_080013d0","080013d0","Function","Global","Default","2","0"
"FUN_080013f0","080013f0","Function","Global","Default","1","0"
"FUN_08001410","08001410","Function","Global","Default","1","0"
"FUN_08001438","08001438","Function","Global","Default","4","0"
"FUN_0800146c","0800146c","Function","Global","Default","3","0"
"FUN_08001498","08001498","Function","Global","Default","1","0"
"FUN_080014a8","080014a8","Function","Global","Default","1","0"
"FUN_080014ec","080014ec","Function","Global","Default","1","0"
"FUN_08001514","08001514","Function","Global","Default","1","0"
"FUN_08001538","08001538","Function","Global","Default","1","0"
"FUN_08001570","08001570","Function","Global","Default","2","0"
"FUN_080015a8","080015a8","Function","Global","Default","1","0"
"FUN_080015c4","080015c4","Function","Global","Default","1","0"
"FUN_080015e8","080015e8","Function","Global","Default","2","0"
"FUN_0800165c","0800165c","Function","Global","Default","2","0"
"FUN_08001670","08001670","Function","Global","Default","4","0"
"FUN_08001690","08001690","Function","Global","Default","1","0"
"FUN_080016c8","080016c8","Function","Global","Default","3","0"
"FUN_08001748","08001748","Function","Global","Default","1","0"
"FUN_08001778","08001778","Function","Global","Default","4","0"
"AgbMain","08001780","Function","Global","User Defined","1","1"
"FUN_0800187c","0800187c","Function","Global","Default","0","1"
"MainRoutine","08001978","Function","Global","User Defined","0","1"
"mainloop","08001994","Instruction Label","MainRoutine","User Defined","1","0"
"SoftReset","08001a4a","Instruction Label","MainRoutine","User Defined","2","0"
"FUN_08001a98","08001a98","Function","Global","Default","0","1"
"FUN_08001aa4","08001aa4","Function","Global","Default","0","1"
"FUN_08001ab4","08001ab4","Function","Global","Default","1","0"
"FUN_08001b14","08001b14","Function","Global","Default","30","0"
"FUN_08001b58","08001b58","Function","Global","Default","15","0"
"FUN_08001bd4","08001bd4","Function","Global","Default","6","0"
"InitIntrHandlers","08001c4c","Function","Global","User Defined","1","0"
"pIRQHandlerPointer_08001d14","08001d14","Data Label","Global","User Defined","1","0"
"TransferData","08001d3c","Function","Global","User Defined","1","0"
"HBlankIntrDummy","08001dc4","Function","Global","User Defined","0","1"
"VBlankIntr","08001dc8","Function","Global","User Defined","0","1"
"VCountIntr","08001e28","Function","Global","User Defined","0","1"
"RunDMA0","08001ec8","Function","Global","User Defined","2","0"
"TransferByHand","08001f80","Function","Global","User Defined","2","0"
"HBlankIntr1","08002038","Function","Global","User Defined","0","1"
"HBlankIntr2","080020a4","Function","Global","User Defined","0","1"
"FUN_08002110","08002110","Function","Global","Default","0","1"
"TransferByHand_Core","08002184","Function","Global","User Defined","6","0"
"clear0x020014e0","080021b8","Function","Global","User Defined","1","0"
"FUN_080021c4","080021c4","Function","Global","Default","1","0"
"FUN_080021f4","080021f4","Function","Global","Default","1","0"
"FUN_0800228c","0800228c","Function","Global","Default","0","0"
"FUN_080022b0","080022b0","Function","Global","Default","8","0"
"FUN_080022e4","080022e4","Function","Global","Default","7","0"
"FUN_08002328","08002328","Function","Global","Default","1","0"
"FUN_0800234c","0800234c","Function","Global","Default","4","0"
"FUN_08002388","08002388","Function","Global","Default","5","0"
"FUN_080023a8","080023a8","Function","Global","Default","4","0"
"FUN_080023e0","080023e0","Function","Global","Default","0","0"
"FUN_08002400","08002400","Function","Global","Default","0","0"
"FUN_08002428","08002428","Function","Global","Default","2","0"
"SIO_FUN_0800244c","0800244c","Function","Global","User Defined","18","0"
"SIO_FUN_080024cc","080024cc","Function","Global","User Defined","2","0"
"FUN_080025b4","080025b4","Function","Global","Default","1","0"
"FUN_080025c4","080025c4","Function","Global","Default","1","0"
"switchD","080025dc","Instruction Label","switchD_080025dc","Analysis","0","0"
"switchdataD_080025e8","080025e8","Data Label","switchD_080025dc","Analysis","3","0"
"caseD_0","080025fc","Instruction Label","switchD_080025dc","Analysis","2","0"
"caseD_1","0800260c","Instruction Label","switchD_080025dc","Analysis","2","0"
"caseD_2","08002624","Instruction Label","switchD_080025dc","Analysis","2","0"
"caseD_3","08002660","Instruction Label","switchD_080025dc","Analysis","2","0"
"caseD_4","0800266a","Instruction Label","switchD_080025dc","Analysis","2","0"
"caseD_5","08002676","Instruction Label","switchD_080025dc","Analysis","10","0"
"FUN_080026e4","080026e4","Function","Global","Default","1","0"
"EnableTimer3Irq","08002710","Function","Global","User Defined","1","0"
"FUN_08002760","08002760","Function","Global","Default","1","0"
"FUN_08002848","08002848","Function","Global","Default","1","0"
"FUN_0800295c","0800295c","Function","Global","Default","1","0"
"FUN_08002a00","08002a00","Function","Global","Default","0","1"
"FUN_08002a10","08002a10","Function","Global","Default","0","1"
"startSIO","08002abc","Function","Global","User Defined","2","0"
"pSIOCNT","08002ac8","Data Label","Global","User Defined","1","0"
"FUN_08002acc","08002acc","Function","Global","Default","1","0"
"FUN_08002cb8","08002cb8","Function","Global","Default","1","0"
"FUN_08002e94","08002e94","Function","Global","Default","1","0"
"pSIODATA8","08002f50","Data Label","Global","User Defined","1","0"
"DisableTimer3","08002f54","Function","Global","User Defined","1","0"
"pTM3CNT_H","08002f78","Data Label","Global","User Defined","1","0"
"MaskTM3CNT_H","08002f7c","Data Label","Global","User Defined","1","0"
"pTM3CNT_L","08002f80","Data Label","Global","User Defined","1","0"
"FUN_08002f88","08002f88","Function","Global","Default","1","0"
"FUN_08002fbc","08002fbc","Function","Global","Default","0","0"
"FUN_0800300c","0800300c","Function","Global","Default","0","0"
"FUN_08003078","08003078","Function","Global","Default","1","0"
"FUN_0800309c","0800309c","Function","Global","Default","3","0"
"Load0x020014f0","080030b0","Function","Global","User Defined","1","0"
"Load0x020014f8","080030bc","Function","Global","User Defined","1","0"
"FUN_080030c8","080030c8","Function","Global","Default","0","0"
"InitKeys","080030f0","Function","Global","User Defined","1","0"
"FUN_08003100","08003100","Function","Global","Default","1","0"
"ReadKeyInput","0800312c","Function","Global","User Defined","2","0"
