"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"readKeyInput","0800314c","Function","Global","User Defined","1","0"
"FUN_080031d8","080031d8","Function","Global","Default","1","0"
"clear0x02001ee0","080031f8","Function","Global","User Defined","1","0"
"HandleSram","08003208","Function","Global","User Defined","4","0"
"FUN_08003228","08003228","Function","Global","Default","5","0"
"ppINTI","080032e0","Data Label","Global","User Defined","1","0"
"unused_080032e4","080032e4","Function","Global","User Defined","0","0"
"FUN_08003330","08003330","Function","Global","Default","3","0"
"FUN_08003378","08003378","Function","Global","Default","2","0"
"nop_080033d4","080033d4","Function","Global","User Defined","0","1"
"SaveSrams","080033d8","Function","Global","User Defined","0","1"
"LoadSram","08003534","Function","Global","User Defined","0","1"
"HealthCheck","0800355c","Instruction Label","LoadSram","User Defined","1","0"
"FillVRAM","08003694","Function","Global","User Defined","1","0"
"FUN_080036cc","080036cc","Function","Global","Default","1","0"
"LoadGraphics?","080037c0","Function","Global","User Defined","245","0"
"FUN_08003934","08003934","Function","Global","Default","59","0"
"FUN_080039ac","080039ac","Function","Global","Default","19","0"
"FUN_08003a08","08003a08","Function","Global","Default","2","0"
"FUN_08003a64","08003a64","Function","Global","Default","4","0"
"FUN_08003aac","08003aac","Function","Global","Default","2","0"
"FlashPalette","08003abc","Function","Global","User Defined","1","0"
"FlashPalette","08003b24","Function","Global","User Defined","1","0"
"Transfer_08003c98","08003c98","Function","Global","User Defined","296","0"
"FUN_08003cf0","08003cf0","Function","Global","Default","1","0"
"loop","08003cf4","Instruction Label","FUN_08003cf0","User Defined","1","0"
"FUN_08003d34","08003d34","Function","Global","Default","1","0"
"FlashPalette_08003d84","08003d84","Function","Global","User Defined","1","0"
"clear0x2001fe0","08003dd8","Function","Global","User Defined","17","0"
"FUN_08003df4","08003df4","Function","Global","Default","1","0"
"FUN_08003ecc","08003ecc","Function","Global","Default","9","0"
"FUN_08003ef4","08003ef4","Function","Global","Default","6","0"
"FUN_08003f2c","08003f2c","Function","Global","Default","301","0"
"FUN_08004068","08004068","Function","Global","Default","343","0"
"Check0x02001fe0","080040b4","Function","Global","User Defined","458","0"
"FUN_080040f4","080040f4","Function","Global","Default","2","0"
"pDMA3SAD","08004148","Data Label","Global","User Defined","1","0"
"FlashVideoRegister","08004160","Function","Global","User Defined","2","0"
"FUN_080041c4","080041c4","Function","Global","Default","43","0"
"FUN_08004248","08004248","Function","Global","Default","8","0"
"FUN_080042b0","080042b0","Function","Global","Default","1","0"
"FlashOAM","080042f8","Function","Global","User Defined","2","0"
"clearBLDCLT","08004370","Function","Global","User Defined","1","0"
"FlashBlendRegister","0800437c","Function","Global","User Defined","1","0"
"FUN_0800439c","0800439c","Function","Global","Default","1","0"
"FlashWinRegister","080043ac","Function","Global","User Defined","1","0"
"clearMOSAIC","08004400","Function","Global","User Defined","1","0"
"FlashMosaic","0800440c","Function","Global","User Defined","1","0"
"wrapper_m4aSoundInit?","08004420","Function","Global","User Defined","1","0"
"FUN_08004450","08004450","Function","Global","Default","5","0"
"FUN_0800446c","0800446c","Function","Global","Default","1","0"
"FUN_080044a0","080044a0","Function","Global","Default","1","0"
"FUN_080044ac","080044ac","Function","Global","Default","2","0"
"FUN_080044e0","080044e0","Function","Global","Default","5","0"
"FUN_08004518","08004518","Function","Global","Default","25","0"
"FUN_08004528","08004528","Function","Global","Default","47","0"
"FUN_08004560","08004560","Function","Global","Default","6","0"
"FUN_080045a0","080045a0","Function","Global","Default","997","0"
"FUN_080045ec","080045ec","Function","Global","Default","68","0"
"FUN_0800460c","0800460c","Function","Global","Default","1","0"
"FUN_08004644","08004644","Function","Global","Default","48","0"
"FUN_0800465c","0800465c","Function","Global","Default","10","0"
"FUN_0800469c","0800469c","Function","Global","Default","5","0"
"FUN_080046ac","080046ac","Function","Global","Default","0","0"
"FUN_080046d0","080046d0","Function","Global","Default","1","0"
"setU32ToArrIdx1","08004724","Function","Global","User Defined","22","0"
"FUN_08004728","08004728","Function","Global","Default","0","0"
"FUN_08004730","08004730","Function","Global","Default","0","0"
"FUN_08004738","08004738","Function","Global","Default","0","0"
"FUN_08004740","08004740","Function","Global","Default","0","0"
"FUN_08004748","08004748","Function","Global","Default","5","0"
"FUN_080047b4","080047b4","Function","Global","Default","1","0"
"FUN_08004824","08004824","Function","Global","Default","5","0"
"FUN_0800489c","0800489c","Function","Global","Default","2","0"
"FUN_080048f8","080048f8","Function","Global","Default","2","1"
"FUN_08004aec","08004aec","Function","Global","Default","1","1"
"FUN_08004cd0","08004cd0","Function","Global","Default","1","0"
"FUN_08004d80","08004d80","Function","Global","Default","0","1"
"FUN_08004e14","08004e14","Function","Global","Default","5","0"
"FUN_08004e4c","08004e4c","Function","Global","Default","5","0"
"FUN_08004e58","08004e58","Function","Global","Default","0","0"
"FUN_08004e64","08004e64","Function","Global","Default","1","0"
"FUN_08004e74","08004e74","Function","Global","Default","0","0"
"FUN_08004e8c","08004e8c","Function","Global","Default","4","0"
"FUN_08004eb0","08004eb0","Function","Global","Default","5","0"
"FUN_08004f00","08004f00","Function","Global","Default","8","0"
"FUN_08004f34","08004f34","Function","Global","Default","5","0"
"FUN_08004f48","08004f48","Function","Global","Default","2","0"
"FUN_08004fa8","08004fa8","Function","Global","Default","3","0"
"FUN_08005088","08005088","Function","Global","Default","4","0"
"FUN_080050b0","080050b0","Function","Global","Default","1","0"
"FUN_08005584","08005584","Function","Global","Default","0","0"
"FUN_080055e8","080055e8","Function","Global","Default","0","0"
"FUN_08005674","08005674","Function","Global","Default","0","0"
"FUN_08005a70","08005a70","Function","Global","Default","1","0"
"FUN_08005d34","08005d34","Function","Global","Default","0","0"
"FUN_080061a4","080061a4","Function","Global","Default","0","0"
"FUN_08006474","08006474","Function","Global","Default","0","0"
"FUN_08006738","08006738","Function","Global","Default","0","0"
"FUN_080069e0","080069e0","Function","Global","Default","0","0"
"FUN_08006a10","08006a10","Function","Global","Default","1","0"
"FUN_08006ae0","08006ae0","Function","Global","Default","2","0"
"FUN_08006bb4","08006bb4","Function","Global","Default","3","0"
"FUN_08006d44","08006d44","Function","Global","Default","0","0"
"FUN_08006d60","08006d60","Function","Global","Default","0","0"
"FUN_08006dac","08006dac","Function","Global","Default","3","0"
"FUN_08006db8","08006db8","Function","Global","Default","1","0"
"FUN_08006dcc","08006dcc","Function","Global","Default","0","0"
"FUN_08006e3c","08006e3c","Function","Global","Default","0","0"
"FUN_08006ea8","08006ea8","Function","Global","Default","0","0"
"FUN_08006ed0","08006ed0","Function","Global","Default","11","0"
"FUN_08006f24","08006f24","Function","Global","Default","0","0"
"FUN_08006f44","08006f44","Function","Global","Default","8","0"
"FUN_08006f54","08006f54","Function","Global","Default","12","0"
"FUN_08006f5c","08006f5c","Function","Global","Default","82","0"
"FUN_08006f90","08006f90","Function","Global","Default","446","0"
"FUN_08006fc4","08006fc4","Function","Global","Default","0","0"
"FUN_08006ffc","08006ffc","Function","Global","Default","0","0"
"FUN_08007034","08007034","Function","Global","Default","1","1"
"FUN_08007058","08007058","Function","Global","Default","2","0"
"FUN_08007074","08007074","Function","Global","Default","0","0"
"FUN_08007084","08007084","Function","Global","Default","2","0"
"FUN_0800709c","0800709c","Function","Global","Default","7","0"
"DecrementPauseFrame","080070e0","Function","Global","User Defined","2","0"
"FUN_080071f0","080071f0","Function","Global","Default","308","0"
"FUN_08007214","08007214","Function","Global","Default","869","0"
"FUN_08007224","08007224","Function","Global","Default","36","0"
"FUN_0800729c","0800729c","Function","Global","Default","1","0"
"FUN_0800735c","0800735c","Function","Global","Default","1","0"
"FUN_08007464","08007464","Function","Global","Default","1","0"
"CalcPlayerDamage","080075c0","Function","Global","User Defined","2","0"
"NoDamage","08007602","Instruction Label","CalcPlayerDamage","User Defined","3","0"
"FUN_08007674","08007674","Function","Global","Default","1","0"
"FUN_08007b80","08007b80","Function","Global","Default","0","0"
"FUN_08007c30","08007c30","Function","Global","Default","3","0"
"FUN_08007ccc","08007ccc","Function","Global","Default","1","0"
"FUN_08007d38","08007d38","Function","Global","Default","7","0"
"FUN_08007db0","08007db0","Function","Global","Default","7","0"
"FUN_08007e28","08007e28","Function","Global","Default","1","0"
"FUN_08008078","08008078","Function","Global","Default","1","0"
"FUN_080082e4","080082e4","Function","Global","Default","1","0"
"FUN_08008368","08008368","Function","Global","Default","23","0"
"FUN_08008398","08008398","Function","Global","Default","1","0"
"FUN_080089e4","080089e4","Function","Global","Default","3","0"
"FUN_08008a54","08008a54","Function","Global","Default","8","0"
"FUN_08008bb8","08008bb8","Function","Global","Default","2","0"
"FUN_08008c34","08008c34","Function","Global","Default","2","0"
"FUN_08008c44","08008c44","Function","Global","Default","2","0"
"FUN_08008c88","08008c88","Function","Global","Default","4","0"
"FUN_08008d9c","08008d9c","Function","Global","Default","3","0"
"FUN_08008e54","08008e54","Function","Global","Default","68","0"
"FUN_08008ea0","08008ea0","Function","Global","Default","6","0"
"FUN_08008eb8","08008eb8","Function","Global","Default","1","0"
"FUN_08008ed0","08008ed0","Function","Global","Default","2","0"
"FUN_08008fd0","08008fd0","Function","Global","Default","1","0"
"FUN_0800911c","0800911c","Function","Global","Default","13","0"
"FUN_080091b0","080091b0","Function","Global","Default","19","0"
"FUN_08009250","08009250","Function","Global","Default","45","0"
"FUN_080092e0","080092e0","Function","Global","Default","1","0"
"FUN_080093b8","080093b8","Function","Global","Default","11","1"
"FUN_080094f0","080094f0","Function","Global","Default","6","0"
"FUN_0800956c","0800956c","Function","Global","Default","1","0"
"FUN_080096b8","080096b8","Function","Global","Default","0","1"
"FUN_08009754","08009754","Function","Global","Default","1","0"
"FUN_080098a4","080098a4","Function","Global","Default","309","0"
"FUN_08009928","08009928","Function","Global","Default","77","0"
"FUN_08009990","08009990","Function","Global","Default","145","0"
"FUN_08009a4c","08009a4c","Function","Global","Default","61","0"
"FUN_08009af8","08009af8","Function","Global","Default","28","0"
"FUN_08009bc4","08009bc4","Function","Global","Default","8","0"
"FUN_08009c7c","08009c7c","Function","Global","Default","66","0"
"FUN_08009d38","08009d38","Function","Global","Default","17","0"
"FUN_08009de8","08009de8","Function","Global","Default","68","0"
"FUN_08009eb4","08009eb4","Function","Global","Default","18","0"
"FUN_08009f6c","08009f6c","Function","Global","Default","280","0"
"FUN_0800a05c","0800a05c","Function","Global","Default","53","0"
"FUN_0800a134","0800a134","Function","Global","Default","32","0"
"FUN_0800a22c","0800a22c","Function","Global","Default","21","0"
"FUN_0800a31c","0800a31c","Function","Global","Default","29","0"
"FUN_0800a40c","0800a40c","Function","Global","Default","35","0"
"FUN_0800a4bc","0800a4bc","Function","Global","Default","1","0"
"FUN_0800a550","0800a550","Function","Global","Default","0","0"
"FUN_0800a564","0800a564","Function","Global","Default","3","0"
"FUN_0800a5f0","0800a5f0","Function","Global","Default","6","0"
"FUN_0800a740","0800a740","Function","Global","Default","0","1"
"FUN_0800a814","0800a814","Function","Global","Default","0","1"
"FUN_0800a848","0800a848","Function","Global","Default","0","1"
"FUN_0800a930","0800a930","Function","Global","Default","0","1"
"FUN_0800ac18","0800ac18","Function","Global","Default","2","0"
"FUN_0800acc8","0800acc8","Function","Global","Default","2","0"
"FUN_0800ad50","0800ad50","Function","Global","Default","2","0"
"FUN_0800adec","0800adec","Function","Global","Default","2","0"
"FUN_0800ae90","0800ae90","Function","Global","Default","2","0"
"FUN_0800af30","0800af30","Function","Global","Default","1","0"
"FUN_0800afd4","0800afd4","Function","Global","Default","2","0"
"FUN_0800b08c","0800b08c","Function","Global","Default","1","0"
"FUN_0800b144","0800b144","Function","Global","Default","2","0"
"FUN_0800b27c","0800b27c","Function","Global","Default","0","1"
"FUN_0800b914","0800b914","Function","Global","Default","0","0"
"FUN_0800b9a0","0800b9a0","Function","Global","Default","0","0"
"FUN_0800bb08","0800bb08","Function","Global","Default","0","1"
"FUN_0800bbe8","0800bbe8","Function","Global","Default","0","1"
"FUN_0800bc88","0800bc88","Function","Global","Default","0","1"
"FUN_0800bd24","0800bd24","Function","Global","Default","1","0"
"FUN_0800bd38","0800bd38","Function","Global","Default","4","0"
"FUN_0800bd78","0800bd78","Function","Global","Default","2","0"
"FUN_0800bdd4","0800bdd4","Function","Global","Default","1","0"
"FUN_0800be3c","0800be3c","Function","Global","Default","0","1"
"FUN_0800c394","0800c394","Function","Global","Default","0","1"
"FUN_0800c87c","0800c87c","Function","Global","Default","0","0"
"FUN_0800c908","0800c908","Function","Global","Default","0","0"
"FUN_0800c978","0800c978","Function","Global","Default","0","0"
"FUN_0800ca00","0800ca00","Function","Global","Default","0","1"
"FUN_0800ca9c","0800ca9c","Function","Global","Default","0","1"
"FUN_0800caa8","0800caa8","Function","Global","Default","0","1"
"FUN_0800cb40","0800cb40","Function","Global","Default","0","1"
"FUN_0800cb4c","0800cb4c","Function","Global","Default","0","1"
"FUN_0800cbe8","0800cbe8","Function","Global","Default","0","1"
"FUN_0800cfac","0800cfac","Function","Global","Default","0","1"
"FUN_0800d06c","0800d06c","Function","Global","Default","0","1"
"FUN_0800d110","0800d110","Function","Global","Default","0","1"
